server_name,environment,region,timestamp,cpu_usage,memory_usage,query_time_ms,active_connections,status
DB-QA-01,QA,ap-south-1,2024-06-02 22:30:00,29.01,67.89,29.34,194,Healthy
DB-PROD-01,Production,us-east-1,2024-06-02 22:45:00,47.93,35.29,26.18,116,Healthy
DB-PROD-02,Production,us-west-2,2024-06-02 22:45:00,55.86,54.75,5.57,64,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-02 22:45:00,54.75,52.62,5.93,166,Healthy
DB-QA-01,QA,ap-south-1,2024-06-02 22:45:00,55.81,60.1,84.13,93,Healthy
DB-PROD-01,Production,us-east-1,2024-06-02 23:00:00,67.19,51.41,0.4,149,Healthy
DB-PROD-02,Production,us-west-2,2024-06-02 23:00:00,41.99,30.1,38.35,30,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-02 23:00:00,34.57,57.33,103.04,64,Healthy
DB-QA-01,QA,ap-south-1,2024-06-02 23:00:00,52.31,46.52,77.17,119,Healthy
DB-PROD-01,Production,us-east-1,2024-06-02 23:15:00,41.72,21.71,141.61,106,Healthy
DB-PROD-02,Production,us-west-2,2024-06-02 23:15:00,52.76,50.7,4.04,118,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-02 23:15:00,11.99,55.21,97.88,179,Healthy
DB-QA-01,QA,ap-south-1,2024-06-02 23:15:00,33.52,67.04,30.98,167,Healthy
DB-PROD-01,Production,us-east-1,2024-06-02 23:30:00,81.13,38.04,8.74,174,Warning
DB-PROD-02,Production,us-west-2,2024-06-02 23:30:00,71.89,45.42,24.29,121,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-02 23:30:00,42.24,81.17,8.8,42,Warning
DB-QA-01,QA,ap-south-1,2024-06-02 23:30:00,20.23,28.26,65.92,131,Healthy
DB-PROD-01,Production,us-east-1,2024-06-02 23:45:00,24.41,50.68,12.57,37,Healthy
DB-PROD-02,Production,us-west-2,2024-06-02 23:45:00,22.03,47.35,13.97,136,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-02 23:45:00,25.26,44.52,160.77,81,Healthy
DB-QA-01,QA,ap-south-1,2024-06-02 23:45:00,39.22,58.34,70.09,28,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 00:00:00,23.06,80.8,70.04,166,Warning
DB-PROD-02,Production,us-west-2,2024-06-03 00:00:00,5.0,55.05,102.21,171,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 00:00:00,39.16,83.97,135.25,48,Warning
DB-QA-01,QA,ap-south-1,2024-06-03 00:00:00,48.67,42.91,11.55,78,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 00:15:00,54.98,71.63,74.14,112,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 00:15:00,34.01,54.25,78.69,34,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 00:15:00,21.87,80.64,108.41,169,Warning
DB-QA-01,QA,ap-south-1,2024-06-03 00:15:00,52.71,60.36,65.71,82,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 00:30:00,64.89,56.98,86.13,89,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 00:30:00,33.09,50.88,16.81,166,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 00:30:00,46.67,50.54,107.09,140,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 00:30:00,39.26,52.02,52.17,155,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 00:45:00,39.14,55.87,3.47,31,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 00:45:00,13.24,53.69,67.95,88,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 00:45:00,43.83,46.6,3.85,75,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 00:45:00,45.85,55.12,13.17,132,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 01:00:00,38.66,46.43,3.63,73,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 01:00:00,70.92,67.17,23.46,69,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-03 01:00:00,57.94,74.12,61.68,100,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 01:00:00,62.2,48.93,92.36,146,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 01:15:00,45.37,77.7,3.44,145,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 01:15:00,68.71,21.86,36.81,71,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 01:15:00,41.68,76.16,7.56,53,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 01:15:00,25.59,62.93,10.84,143,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 01:30:00,47.12,58.27,71.09,140,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 01:30:00,69.38,49.63,95.73,71,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 01:30:00,38.15,36.74,63.01,63,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 01:30:00,67.39,28.59,10.25,196,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 01:45:00,58.85,67.91,40.81,11,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 01:45:00,36.68,38.77,29.96,71,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 01:45:00,26.84,67.82,58.94,175,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 01:45:00,23.74,66.01,37.62,165,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 02:00:00,5.0,50.59,53.17,144,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 02:00:00,56.96,36.51,84.35,141,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 02:00:00,47.0,54.58,77.25,110,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 02:00:00,27.17,61.83,12.25,174,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 02:15:00,33.35,62.37,40.75,129,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 02:15:00,47.46,62.06,28.02,119,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 02:15:00,33.41,65.98,115.61,113,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 02:15:00,26.61,59.13,68.92,191,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 02:30:00,88.99,37.36,18.12,22,Critical
DB-PROD-02,Production,us-west-2,2024-06-03 02:30:00,64.3,46.04,41.76,57,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 02:30:00,19.37,71.7,7.12,195,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 02:30:00,80.25,70.36,99.91,147,Warning
DB-PROD-01,Production,us-east-1,2024-06-03 02:45:00,26.68,52.46,50.85,28,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 02:45:00,75.38,47.62,24.65,29,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-03 02:45:00,61.09,57.98,23.83,192,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 02:45:00,70.34,75.27,31.68,158,Warning
DB-PROD-01,Production,us-east-1,2024-06-03 03:00:00,52.51,68.28,44.97,41,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 03:00:00,79.08,47.41,56.59,129,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-03 03:00:00,79.25,55.06,59.72,191,Warning
DB-QA-01,QA,ap-south-1,2024-06-03 03:00:00,25.15,47.72,50.52,13,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 03:15:00,13.28,49.16,2.16,184,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 03:15:00,52.75,54.0,3.13,187,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 03:15:00,50.46,74.96,60.14,21,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 03:15:00,78.12,48.05,120.52,165,Warning
DB-PROD-01,Production,us-east-1,2024-06-03 03:30:00,5.0,50.55,8.34,46,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 03:30:00,48.89,70.61,4.09,84,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 03:30:00,5.22,71.69,2.67,17,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 03:30:00,44.13,66.08,14.14,183,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 03:45:00,17.39,64.34,99.39,193,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 03:45:00,52.59,42.94,16.88,82,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 03:45:00,45.06,67.31,181.31,17,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 03:45:00,32.92,42.04,28.58,21,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 04:00:00,46.86,59.63,139.0,156,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 04:00:00,68.69,58.86,26.91,67,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 04:00:00,36.46,31.77,15.64,147,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 04:00:00,37.77,43.43,37.74,46,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 04:15:00,5.96,48.06,80.05,119,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 04:15:00,14.86,63.78,1.04,147,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 04:15:00,24.6,35.56,56.04,45,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 04:15:00,51.9,46.64,7.95,175,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 04:30:00,39.37,42.27,18.01,55,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 04:30:00,32.81,59.52,43.46,177,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 04:30:00,18.4,38.11,0.16,69,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 04:30:00,23.07,54.63,30.77,66,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 04:45:00,20.07,69.75,22.61,31,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 04:45:00,50.84,79.62,55.01,177,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 04:45:00,18.42,63.84,2.3,176,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 04:45:00,70.34,60.37,141.02,91,Warning
DB-PROD-01,Production,us-east-1,2024-06-03 05:00:00,82.12,49.1,41.0,47,Warning
DB-PROD-02,Production,us-west-2,2024-06-03 05:00:00,31.51,70.54,98.23,27,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 05:00:00,47.47,44.37,26.91,71,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 05:00:00,40.86,75.17,66.64,197,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 05:15:00,84.38,52.61,13.06,48,Warning
DB-PROD-02,Production,us-west-2,2024-06-03 05:15:00,41.91,57.56,16.38,175,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 05:15:00,35.66,58.45,96.3,140,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 05:15:00,48.84,48.54,16.82,175,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 05:30:00,41.35,61.68,7.72,41,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 05:30:00,29.35,72.93,4.55,186,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 05:30:00,50.39,79.43,20.6,61,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 05:30:00,17.95,65.22,12.31,93,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 05:45:00,23.23,41.7,0.03,136,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 05:45:00,28.38,56.96,23.62,90,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 05:45:00,37.16,37.24,21.63,26,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 05:45:00,20.0,43.25,148.31,32,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 06:00:00,21.27,44.98,13.6,196,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 06:00:00,54.84,69.98,47.76,154,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 06:00:00,47.19,57.53,23.56,103,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 06:00:00,80.47,50.77,71.96,121,Warning
DB-PROD-01,Production,us-east-1,2024-06-03 06:15:00,42.83,23.04,47.74,189,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 06:15:00,50.17,95.0,2.58,189,Critical
DB-STAGE-01,Staging,eu-central-1,2024-06-03 06:15:00,54.46,48.19,131.82,120,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 06:15:00,8.94,50.48,2.54,194,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 06:30:00,57.62,78.34,11.15,124,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 06:30:00,29.29,60.38,74.09,169,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 06:30:00,62.55,57.68,90.11,65,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 06:30:00,27.2,52.51,0.97,63,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 06:45:00,35.06,47.97,27.11,97,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 06:45:00,50.11,57.94,15.43,26,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 06:45:00,18.09,63.19,17.52,47,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 06:45:00,22.22,69.33,16.54,67,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 07:00:00,78.85,47.74,39.16,197,Warning
DB-PROD-02,Production,us-west-2,2024-06-03 07:00:00,27.92,51.56,29.24,138,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 07:00:00,46.58,55.42,139.84,123,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 07:00:00,18.09,59.48,172.22,34,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 07:15:00,45.29,65.88,15.94,76,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 07:15:00,27.02,49.8,141.96,122,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 07:15:00,21.02,81.21,25.74,104,Warning
DB-QA-01,QA,ap-south-1,2024-06-03 07:15:00,65.42,44.39,17.48,185,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 07:30:00,17.91,68.86,10.57,167,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 07:30:00,42.91,64.25,99.44,125,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 07:30:00,47.05,46.44,37.91,47,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 07:30:00,46.39,56.94,7.37,55,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 07:45:00,63.04,82.33,24.72,79,Warning
DB-PROD-02,Production,us-west-2,2024-06-03 07:45:00,34.45,65.73,66.03,100,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 07:45:00,78.19,67.15,114.33,147,Warning
DB-QA-01,QA,ap-south-1,2024-06-03 07:45:00,49.33,62.6,5.52,190,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 08:00:00,19.44,53.54,197.04,102,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 08:00:00,46.45,51.65,76.51,113,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 08:00:00,41.44,51.82,38.0,85,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 08:00:00,45.86,60.66,68.95,198,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 08:15:00,30.81,32.11,78.89,112,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 08:15:00,38.68,61.76,21.35,40,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 08:15:00,42.59,50.48,30.62,49,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 08:15:00,40.6,57.96,7.42,191,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 08:30:00,45.46,61.65,3.98,108,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 08:30:00,14.26,34.04,81.92,26,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 08:30:00,16.31,57.96,89.97,87,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 08:30:00,42.66,67.53,10.09,81,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 08:45:00,49.69,61.92,24.28,168,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 08:45:00,48.22,52.2,6.31,67,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 08:45:00,46.72,84.36,1.66,14,Warning
DB-QA-01,QA,ap-south-1,2024-06-03 08:45:00,18.13,42.66,53.09,155,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 09:00:00,50.77,51.83,93.17,144,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 09:00:00,20.75,51.9,47.44,172,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 09:00:00,35.67,45.55,40.0,169,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 09:00:00,27.26,27.13,114.76,59,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 09:15:00,34.23,43.24,26.65,67,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 09:15:00,5.0,59.5,12.23,77,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 09:15:00,30.86,55.82,118.89,141,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 09:15:00,16.0,50.62,105.73,40,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 09:30:00,34.3,45.53,173.17,168,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 09:30:00,44.51,65.39,49.69,39,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 09:30:00,44.05,79.48,56.57,176,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 09:30:00,55.5,63.3,7.92,103,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 09:45:00,64.01,57.11,28.22,13,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 09:45:00,40.06,78.68,28.44,24,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 09:45:00,87.0,15.04,18.44,15,Critical
DB-QA-01,QA,ap-south-1,2024-06-03 09:45:00,35.49,53.72,15.87,148,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 10:00:00,60.05,71.27,19.6,90,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 10:00:00,22.72,74.19,55.6,44,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 10:00:00,37.41,63.7,76.46,20,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 10:00:00,69.7,51.37,302.09,85,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 10:15:00,65.65,71.32,6.41,82,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 10:15:00,48.87,37.72,12.59,56,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 10:15:00,57.05,54.9,74.87,121,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 10:15:00,67.81,50.95,64.41,67,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 10:30:00,61.67,46.5,2.69,108,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 10:30:00,17.35,60.17,13.32,20,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 10:30:00,18.43,41.58,16.42,11,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 10:30:00,37.21,66.09,2.6,84,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 10:45:00,36.83,54.61,97.58,196,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 10:45:00,36.35,55.47,77.41,184,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 10:45:00,56.47,39.25,22.64,141,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 10:45:00,40.83,61.65,16.1,36,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 11:00:00,71.29,61.17,7.08,128,Warning
DB-PROD-02,Production,us-west-2,2024-06-03 11:00:00,27.4,56.05,27.77,52,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 11:00:00,28.18,64.83,12.81,17,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 11:00:00,5.0,45.85,102.28,167,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 11:15:00,21.36,36.67,54.35,189,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 11:15:00,5.0,49.38,20.35,184,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 11:15:00,15.25,56.64,42.43,73,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 11:15:00,50.55,51.08,39.64,34,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 11:30:00,23.87,34.82,26.25,25,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 11:30:00,47.73,49.18,43.95,28,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 11:30:00,21.09,64.12,51.29,109,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 11:30:00,19.96,43.71,26.49,79,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 11:45:00,45.61,60.43,7.61,41,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 11:45:00,32.49,72.74,8.5,135,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 11:45:00,23.29,56.05,1.78,53,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 11:45:00,57.86,82.44,100.53,92,Warning
DB-PROD-01,Production,us-east-1,2024-06-03 12:00:00,6.31,24.03,48.22,26,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 12:00:00,84.52,55.16,1.19,168,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-03 12:00:00,58.56,63.14,40.62,13,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 12:00:00,51.11,91.44,14.62,101,Critical
DB-PROD-01,Production,us-east-1,2024-06-03 12:15:00,51.05,38.38,75.92,139,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 12:15:00,45.67,92.45,3.15,49,Critical
DB-STAGE-01,Staging,eu-central-1,2024-06-03 12:15:00,53.67,54.17,19.56,114,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 12:15:00,14.96,66.49,52.55,31,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 12:30:00,47.4,44.58,6.02,89,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 12:30:00,34.28,23.28,132.15,177,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 12:30:00,63.9,62.17,92.26,48,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 12:30:00,18.58,83.67,39.72,161,Warning
DB-PROD-01,Production,us-east-1,2024-06-03 12:45:00,85.88,53.09,81.87,38,Critical
DB-PROD-02,Production,us-west-2,2024-06-03 12:45:00,47.71,74.22,9.07,112,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 12:45:00,24.54,55.01,4.71,155,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 12:45:00,45.27,50.09,99.39,159,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 13:00:00,48.83,44.0,17.36,136,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 13:00:00,52.06,59.47,78.56,170,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 13:00:00,47.48,71.53,43.52,160,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 13:00:00,53.05,37.93,50.22,149,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 13:15:00,63.3,36.32,40.66,55,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 13:15:00,24.8,59.31,25.71,113,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 13:15:00,19.8,39.06,110.91,40,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 13:15:00,51.68,26.43,8.02,199,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 13:30:00,63.4,57.01,158.07,44,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 13:30:00,42.46,68.87,83.63,104,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 13:30:00,68.36,31.17,24.61,98,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 13:30:00,31.27,18.88,7.43,105,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 13:45:00,68.37,17.68,103.42,108,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 13:45:00,38.19,69.66,19.29,190,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 13:45:00,23.65,30.51,55.81,79,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 13:45:00,73.16,66.79,22.68,197,Warning
DB-PROD-01,Production,us-east-1,2024-06-03 14:00:00,44.33,39.61,59.11,118,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 14:00:00,55.62,45.63,27.75,28,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 14:00:00,54.9,76.59,10.33,197,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 14:00:00,24.92,70.72,33.87,118,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 14:15:00,32.77,61.25,6.71,51,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 14:15:00,5.0,57.93,17.7,86,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 14:15:00,22.93,56.28,2.94,48,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 14:15:00,39.52,61.62,3.45,20,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 14:30:00,62.08,62.13,2.12,180,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 14:30:00,26.52,32.12,45.64,122,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 14:30:00,56.73,58.58,83.02,196,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 14:30:00,26.01,72.44,142.0,174,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 14:45:00,19.47,73.45,56.3,84,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 14:45:00,44.06,62.45,18.35,101,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 14:45:00,44.36,40.32,174.21,35,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 14:45:00,37.18,75.1,3.99,23,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 15:00:00,49.16,40.3,304.83,167,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 15:00:00,46.16,54.54,0.01,56,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 15:00:00,23.78,88.28,25.29,73,Warning
DB-QA-01,QA,ap-south-1,2024-06-03 15:00:00,48.01,56.97,8.21,147,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 15:15:00,43.64,29.36,5.89,61,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 15:15:00,23.23,47.45,56.29,13,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-03 15:15:00,23.19,65.15,3.02,10,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 15:15:00,37.57,48.89,5.19,17,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 15:30:00,62.12,46.54,38.86,132,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 15:30:00,57.61,80.4,8.03,165,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-03 15:30:00,24.59,48.4,8.21,196,Healthy
DB-QA-01,QA,ap-south-1,2024-06-03 15:30:00,67.48,31.86,37.08,183,Healthy
DB-PROD-01,Production,us-east-1,2024-06-03 15:45:00,50.11,77.34,88.14,167,Healthy
DB-PROD-02,Production,us-west-2,2024-06-03 15:45:00,60.56,45.21,123.72,45,Healthy
